Position,Height,Weight,Age,Preferred Foot,Avg Ball,Avg Pass,Finishing,Speed,Kicking Power,Stamina,Avg Def,Weak Foot,Overall
GK,188,84,27,Right,40.0,42.5,40,51,60,50,47.0,Medium,62
LMF,175,64,25,Left,62.0,62.0,56,62,61,72,51.666666666666664,High,62
CB,183,77,27,Left,54.0,54.5,49,66,58,64,64.33333333333333,Medium,62
CF,174,78,23,Right,61.5,53.5,60,72,59,63,49.0,Medium,62
CF,180,78,29,Left,61.0,60.0,64,65,62,62,49.333333333333336,High,62
LWF,175,72,29,Right,61.5,59.5,62,67,69,59,45.333333333333336,High,62
CMF,180,70,25,Right,61.0,64.0,52,60,67,68,59.333333333333336,High,62
LMF,173,72,23,Right,65.0,59.0,58,65,58,70,49.666666666666664,High,62
GK,185,84,25,Right,42.0,45.0,40,52,66,51,49.333333333333336,Medium,62
CMF,178,77,33,Right,61.0,64.5,60,63,69,66,59.333333333333336,Medium,62
RWF,173,66,31,Right,62.0,59.5,62,67,62,61,49.0,High,62
CMF,175,73,33,Right,62.5,65.0,60,64,65,65,57.0,Medium,62
CMF,183,75,30,Left,60.0,63.0,61,62,67,67,60.333333333333336,High,62
RB,180,73,25,Right,59.5,59.5,50,72,60,63,61.666666666666664,Medium,62
AMF,173,72,23,Right,62.0,64.5,60,69,62,69,59.0,Medium,62
CB,183,74,25,Right,55.0,55.0,50,61,60,60,65.33333333333333,Medium,62
CB,185,77,26,Right,52.0,54.5,49,57,60,73,62.666666666666664,Medium,62
RB,183,79,25,Right,59.0,56.5,51,64,58,76,61.333333333333336,High,62
GK,193,95,35,Right,43.5,50.5,40,49,61,51,48.0,Medium,62
RB,177,72,24,Right,62.0,61.5,51,69,59,67,62.333333333333336,High,62
CF,193,84,23,Right,59.0,53.5,62,66,61,62,48.0,Medium,62
RMF,178,72,29,Right,59.0,64.0,56,69,64,67,57.0,High,62
DMF,173,74,36,Left,62.0,64.5,53,60,63,68,64.0,Medium,62
CF,175,71,27,Left,56.5,54.0,65,61,69,63,50.666666666666664,High,62
GK,188,82,25,Right,40.5,42.0,40,50,60,47,48.666666666666664,Medium,62
CF,195,90,32,Right,56.5,53.5,64,58,63,56,49.333333333333336,High,62
CMF,173,54,22,Right,63.5,63.5,56,62,60,68,56.333333333333336,High,62
RMF,180,72,24,Right,64.5,61.0,57,68,58,58,56.666666666666664,Very,62
CB,185,82,27,Right,51.5,55.5,48,57,60,60,65.0,Medium,62
DMF,179,75,24,Right,63.0,65.5,53,60,70,70,63.0,Medium,62
AMF,176,68,20,Right,65.5,63.0,58,62,58,73,53.666666666666664,High,62
LWF,175,75,25,Left,64.5,54.5,58,68,64,60,44.0,Medium,62
DMF,170,65,20,Right,65.0,62.5,55,63,59,65,65.0,Medium,62
GK,186,78,18,Right,43.5,56.5,40,53,60,53,48.333333333333336,Medium,62
GK,183,74,21,Right,51.5,48.0,40,60,62,53,49.333333333333336,Medium,62
LWF,180,72,24,Right,64.5,57.5,58,68,62,62,46.333333333333336,Medium,62
RB,168,67,23,Right,62.0,61.5,55,68,60,66,60.0,High,62
RWF,179,76,26,Right,62.0,56.5,58,71,67,62,47.333333333333336,Medium,62
CF,175,72,22,Right,60.0,55.5,62,64,63,63,51.666666666666664,Medium,62
RWF,175,70,17,Left,64.0,57.5,55,70,60,61,49.666666666666664,High,62
CF,178,74,24,Right,60.0,55.0,64,62,62,59,46.333333333333336,Medium,62
CF,185,80,21,Right,59.0,55.5,62,67,60,60,50.333333333333336,Medium,62
DMF,188,70,20,Right,58.0,60.5,50,66,60,67,65.33333333333333,Medium,62
CB,185,79,23,Right,54.0,58.0,42,61,62,57,60.333333333333336,Medium,62
CF,182,80,28,Right,61.0,55.0,63,66,62,62,48.666666666666664,Medium,62
CB,183,74,21,Right,57.0,60.0,48,57,64,63,65.33333333333333,Medium,62
CF,178,69,21,Right,60.0,53.0,63,65,68,62,46.0,Medium,62
CB,184,72,21,Left,53.0,56.5,43,60,58,68,66.66666666666667,Medium,62
CF,180,70,19,Right,60.5,55.5,65,63,64,64,45.333333333333336,Medium,62
GK,192,88,36,Right,40.5,44.5,40,44,69,44,48.333333333333336,Medium,62
RWF,165,63,25,Right,64.5,58.0,56,69,58,63,46.333333333333336,Medium,62
LB,173,72,23,Left,60.0,58.0,62,68,65,68,59.666666666666664,Medium,62
LWF,175,68,26,Left,62.5,57.0,61,68,65,63,47.333333333333336,High,62
CF,188,74,21,Right,58.0,53.5,63,62,60,57,49.666666666666664,Medium,62
CF,190,79,21,Right,59.0,55.0,63,60,67,60,49.0,High,62
SS,180,71,18,Right,61.5,57.0,63,66,62,55,51.333333333333336,Very,62
GK,185,79,22,Right,46.5,50.5,40,54,61,52,54.0,Medium,62
RB,175,66,23,Right,63.0,60.5,52,67,60,71,56.666666666666664,Medium,62
RB,185,79,24,Right,61.0,59.5,50,62,60,75,63.666666666666664,High,62
RMF,170,70,25,Left,63.0,60.0,54,64,58,71,55.666666666666664,Medium,62
CMF,180,81,26,Right,61.5,64.0,53,61,62,68,63.333333333333336,High,62
CB,180,78,33,Right,57.0,57.0,50,57,63,57,64.0,Very,62
LB,175,78,29,Left,65.5,67.5,60,62,64,63,59.333333333333336,Medium,62
DMF,180,70,35,Right,61.5,62.5,56,63,61,63,60.333333333333336,Medium,62
GK,191,82,32,Right,46.5,54.0,40,54,58,54,52.333333333333336,Medium,62
RB,179,64,29,Right,61.0,63.0,54,68,63,66,55.666666666666664,Medium,62
LWF,175,69,25,Right,62.5,58.0,60,68,62,63,46.666666666666664,Medium,62
CB,188,79,24,Left,51.0,53.0,44,64,61,59,61.666666666666664,Medium,62
CB,185,84,34,Right,53.5,56.5,40,60,60,60,61.666666666666664,Medium,62
AMF,173,65,24,Right,64.5,63.0,61,64,63,63,49.333333333333336,Medium,62
CMF,178,72,22,Right,61.0,63.5,57,61,67,64,61.0,Medium,62
LB,172,67,22,Left,60.5,60.5,47,67,60,66,60.0,Medium,62
CMF,178,73,20,Right,63.5,66.5,57,60,60,61,56.666666666666664,Medium,62
GK,186,82,23,Right,42.0,48.5,40,54,61,50,49.666666666666664,Medium,62
LB,178,77,24,Left,60.0,58.0,48,68,62,64,59.666666666666664,Medium,62
CB,189,77,19,Right,52.0,58.5,40,59,60,56,61.333333333333336,Medium,62
RWF,177,74,21,Right,62.0,58.0,57,71,61,62,51.0,Medium,62
GK,195,89,31,Right,49.0,55.5,40,55,64,53,52.666666666666664,Medium,62
CB,183,82,31,Right,53.5,57.5,40,57,59,57,62.333333333333336,Medium,62
GK,187,72,36,Right,47.5,49.0,41,54,61,48,49.0,Medium,62
LWF,171,64,30,Right,64.0,62.5,60,64,67,60,48.666666666666664,Very,62
LMF,175,72,28,Right,64.5,60.0,56,64,59,64,56.0,Very,62
GK,188,86,35,Right,41.0,48.5,40,52,60,49,47.666666666666664,Medium,62
GK,190,86,35,Right,41.5,49.5,40,44,67,51,51.333333333333336,Medium,62
CB,184,77,31,Right,57.0,58.5,46,59,57,62,61.0,Medium,62
RB,180,79,31,Right,56.5,57.0,49,70,59,70,57.333333333333336,High,62
CMF,184,79,32,Right,60.5,62.0,59,59,67,66,63.666666666666664,Medium,62
DMF,174,71,29,Right,62.5,63.0,57,62,64,70,61.666666666666664,Medium,62
CMF,178,65,28,Right,60.0,59.5,55,63,65,72,67.66666666666667,Medium,62
RWF,180,76,30,Right,65.0,61.5,58,62,65,60,49.0,Medium,62
GK,185,80,29,Right,43.5,49.5,40,50,70,50,51.0,Medium,62
RB,171,70,31,Right,60.0,55.0,48,74,62,69,57.333333333333336,Medium,62
DMF,180,77,31,Left,58.5,61.0,51,61,64,72,63.666666666666664,Medium,62
RB,181,76,35,Right,57.5,58.5,51,71,59,63,63.666666666666664,Medium,62
CB,186,74,28,Left,55.5,60.0,49,58,64,62,62.666666666666664,High,62
RB,175,73,31,Right,59.0,55.5,52,67,65,69,60.333333333333336,Slightly,62
RB,172,68,25,Right,60.0,63.5,55,62,58,65,61.0,Medium,62
LB,173,72,29,Left,61.5,57.5,49,67,63,69,60.666666666666664,Medium,62
GK,181,80,27,Right,43.0,52.5,40,59,65,53,49.666666666666664,Medium,62
CB,185,88,32,Right,54.5,57.0,53,59,67,62,59.333333333333336,Medium,62
LB,180,74,32,Left,59.5,60.5,53,65,65,67,62.0,High,62
LB,177,71,25,Left,58.0,59.0,48,68,63,69,60.333333333333336,Slightly,62
AMF,176,71,31,Right,65.0,62.5,58,61,64,64,54.0,High,62
CMF,177,71,24,Left,59.5,60.5,53,67,70,73,61.333333333333336,Medium,62
CB,191,76,31,Right,48.0,53.0,47,60,57,60,67.33333333333333,Medium,62
AMF,179,70,31,Left,64.0,63.5,57,64,66,65,53.666666666666664,Medium,62
GK,187,80,26,Right,41.0,45.5,40,48,69,48,49.666666666666664,Medium,62
SS,180,75,27,Right,62.0,63.0,63,58,63,62,51.0,High,62
DMF,185,75,24,Right,59.0,60.5,51,63,62,72,67.0,Medium,62
GK,189,87,25,Right,46.5,52.0,40,59,65,53,49.0,Slightly,62
CB,188,80,27,Right,51.5,54.0,47,57,63,57,64.66666666666667,Medium,62
GK,183,87,24,Right,40.5,42.0,40,54,60,50,48.333333333333336,Medium,62
CMF,180,70,23,Right,63.0,63.5,58,62,61,72,56.0,High,62
DMF,181,78,32,Right,57.0,60.0,51,60,69,67,67.33333333333333,High,62
LWF,170,68,26,Right,63.0,64.5,60,67,60,65,47.666666666666664,Medium,62
RMF,170,66,22,Right,64.5,63.0,64,61,69,61,52.333333333333336,Very,62
CB,184,81,24,Right,55.0,55.5,46,55,60,59,64.0,High,62
LMF,174,61,24,Right,62.5,58.5,57,69,63,68,50.333333333333336,High,62
LWF,176,73,27,Right,59.5,51.5,55,74,71,63,53.0,Medium,62
DMF,175,66,25,Right,53.0,59.5,47,70,62,76,69.0,High,62
CF,189,82,25,Right,57.5,51.5,62,58,70,61,53.333333333333336,High,62
CMF,180,72,31,Left,60.5,63.5,54,63,66,67,62.333333333333336,High,62
CB,182,71,26,Right,56.5,61.0,49,66,57,62,61.0,Medium,62
LMF,176,70,22,Right,64.5,61.0,56,63,62,64,59.0,High,62
CB,189,81,22,Right,53.0,54.5,53,61,58,58,61.0,Medium,62
CF,185,79,32,Right,54.5,52.5,64,60,64,60,51.0,Very,62
GK,188,76,28,Left,43.0,43.5,40,54,60,52,51.0,Medium,62
RB,173,73,25,Right,59.5,61.5,53,63,61,67,63.333333333333336,Very,62
CB,185,78,27,Right,53.0,54.5,45,59,58,61,64.66666666666667,Medium,62
CF,181,75,21,Left,59.5,53.0,61,63,68,69,49.666666666666664,Medium,62
CB,187,82,21,Left,55.0,58.0,43,64,60,61,62.0,Medium,62
RMF,175,68,24,Left,64.5,62.0,58,63,65,65,53.0,Medium,62
CB,178,71,34,Right,55.0,59.0,41,57,60,64,62.666666666666664,Medium,62
CB,175,72,29,Right,55.5,59.0,44,61,60,62,61.0,Medium,62
CB,183,78,24,Right,52.0,53.5,48,59,53,56,64.66666666666667,Medium,62
DMF,177,68,30,Right,59.0,62.0,53,60,62,72,63.333333333333336,Medium,62
CF,181,73,23,Right,55.0,48.0,62,68,63,57,53.333333333333336,High,62
DMF,180,65,21,Right,61.0,63.5,55,60,67,67,63.333333333333336,Medium,62
RMF,175,70,22,Right,62.0,59.5,49,70,65,71,57.333333333333336,Medium,62
CMF,176,71,21,Right,62.5,60.0,55,69,69,71,61.666666666666664,Medium,62
CB,183,77,23,Right,59.5,60.0,51,61,60,62,60.0,Medium,62
LWF,177,70,20,Right,64.5,60.5,60,67,60,60,47.0,Medium,62
LWF,173,69,20,Right,63.5,57.0,59,68,60,59,50.333333333333336,Very,62
GK,185,68,22,Right,45.0,54.0,40,57,63,54,49.0,Medium,62
RB,179,68,29,Right,55.5,58.5,50,64,62,70,63.0,Medium,62
RB,176,70,23,Right,58.0,55.5,50,72,60,74,55.333333333333336,Medium,62
CMF,176,68,34,Right,59.5,64.0,54,58,66,67,64.0,Medium,62
CMF,181,77,31,Right,58.5,62.5,54,56,67,70,65.0,Medium,62
LWF,180,75,30,Left,58.5,66.0,56,70,66,64,57.333333333333336,Medium,62
RWF,176,70,27,Right,63.5,58.5,60,63,68,60,49.666666666666664,Medium,62
LWF,173,64,26,Right,60.0,54.0,59,74,66,65,47.666666666666664,Medium,62
RB,180,68,20,Right,59.0,58.0,50,72,60,62,58.0,Medium,62
DMF,180,68,24,Right,61.5,61.0,51,58,60,69,61.666666666666664,Medium,62
AMF,181,78,31,Left,66.0,60.0,58,69,68,63,54.0,Medium,62
AMF,183,73,27,Left,63.0,63.5,58,64,69,63,57.333333333333336,Medium,62
LMF,170,70,34,Right,65.5,59.0,60,61,62,62,54.333333333333336,Medium,62
AMF,175,74,42,Right,68.0,69.0,58,51,57,53,47.0,Very,61
GK,188,80,38,Right,49.5,53.5,44,60,64,55,53.666666666666664,Medium,61
DMF,174,67,37,Right,59.5,60.5,55,57,61,65,64.0,Very,61
CF,185,79,36,Right,59.0,56.5,60,59,63,57,50.0,High,61
DMF,172,70,35,Left,63.0,69.5,60,57,70,62,58.666666666666664,Medium,61
AMF,173,72,39,Right,64.0,67.0,58,55,63,61,55.333333333333336,High,61
GK,186,90,35,Right,55.0,61.5,44,58,68,58,56.0,Very,61
GK,185,76,35,Right,48.5,54.0,44,57,65,54,51.0,Medium,61
GK,186,80,35,Right,48.5,51.5,40,55,59,51,50.666666666666664,Slightly,61
SS,183,77,35,Right,60.5,59.5,60,64,66,64,54.0,Medium,61
GK,181,75,35,Left,50.0,52.5,43,60,62,54,51.333333333333336,Very,61
GK,189,83,34,Right,50.0,56.5,40,55,64,48,49.333333333333336,Medium,61
CF,177,69,32,Right,60.5,60.0,62,61,62,66,48.0,High,61
GK,186,90,32,Right,52.0,57.0,43,58,65,55,51.666666666666664,Very,61
CB,182,74,36,Right,56.0,58.0,51,56,60,58,60.333333333333336,Medium,61
AMF,166,63,32,Left,65.5,66.5,60,58,61,55,48.333333333333336,High,61
GK,178,78,35,Right,51.0,56.0,43,60,63,55,52.333333333333336,Medium,61
LMF,183,68,32,Left,61.0,65.0,58,61,65,62,52.0,Very,61
RWF,173,68,29,Right,62.5,58.0,62,62,60,61,48.666666666666664,High,61
GK,184,73,34,Right,51.0,56.5,43,57,65,54,51.333333333333336,Very,61
GK,183,83,34,Right,54.5,58.0,46,59,67,53,52.0,Medium,61
AMF,172,66,34,Right,65.0,64.5,58,58,62,62,49.333333333333336,High,61
CMF,178,72,29,Right,60.5,62.5,59,60,60,67,60.0,Very,61
GK,189,82,27,Right,49.5,53.5,43,59,63,55,52.0,Very,61
CB,179,72,32,Right,56.0,56.5,52,65,63,60,59.0,Medium,61
LB,173,71,33,Left,60.0,64.0,57,60,62,67,59.666666666666664,High,61
GK,186,80,31,Left,50.5,58.0,43,60,65,54,51.333333333333336,Very,61
GK,186,85,28,Right,50.5,52.0,43,58,69,55,51.0,Very,61
CMF,177,71,28,Right,66.0,66.0,60,60,60,64,49.0,Very,61
CMF,180,66,32,Right,61.0,67.5,57,56,67,62,57.0,Very,61
GK,187,83,28,Right,50.5,53.0,43,57,66,55,51.333333333333336,Very,61
SS,178,73,33,Right,62.5,61.5,60,63,62,61,51.666666666666664,High,61
CB,181,80,31,Right,55.0,58.0,51,64,60,62,58.666666666666664,High,61
GK,185,87,29,Right,52.5,58.5,42,60,62,54,51.333333333333336,Medium,61
RB,176,71,28,Right,59.0,63.0,53,66,60,66,57.666666666666664,Medium,61
GK,184,80,27,Right,51.0,57.5,43,59,67,55,51.333333333333336,Very,61
CF,178,76,30,Right,58.5,55.5,60,69,62,64,54.333333333333336,High,61
LB,172,67,34,Right,59.5,63.0,58,63,60,69,55.666666666666664,Medium,61
CB,173,69,30,Left,58.0,59.5,51,61,58,61,61.333333333333336,Medium,61
CMF,173,62,31,Right,61.0,66.0,55,57,62,65,59.0,Very,61
GK,195,90,27,Right,50.5,56.5,43,58,65,54,51.333333333333336,Very,61
LMF,167,60,31,Right,64.5,61.0,53,67,60,62,49.666666666666664,Very,61
GK,187,80,33,Right,52.0,58.0,43,57,64,53,51.333333333333336,Medium,61
AMF,155,60,27,Right,66.0,60.5,60,61,57,67,54.333333333333336,Very,61
CMF,170,65,33,Right,61.5,62.5,56,60,61,63,62.0,Medium,61
CMF,178,73,33,Right,62.5,64.5,60,60,64,63,57.333333333333336,High,61
CB,192,88,34,Right,53.5,54.5,43,60,60,59,59.0,Medium,61
GK,196,91,33,Right,40.5,53.0,40,49,62,45,46.666666666666664,Medium,61
GK,191,86,35,Right,46.0,50.5,40,56,67,57,47.333333333333336,Very,61
CF,182,76,33,Right,57.0,54.5,60,63,65,60,51.333333333333336,High,61
CB,186,83,31,Right,54.0,55.0,51,56,57,61,61.333333333333336,Medium,61
GK,185,81,31,Right,48.0,56.5,40,53,62,51,49.333333333333336,Medium,61
CMF,182,73,30,Right,60.0,62.0,56,58,62,66,63.666666666666664,Very,61
AMF,173,69,31,Right,63.0,61.0,62,64,62,68,55.0,Very,61
LB,180,69,36,Right,60.5,62.0,58,60,62,66,61.0,High,61
CF,186,78,35,Right,58.0,58.0,59,65,61,55,54.0,Medium,61
RMF,174,67,31,Right,67.0,61.5,60,60,60,60,52.333333333333336,High,61
AMF,175,72,37,Right,64.0,65.0,59,61,63,58,56.0,Very,61
CB,182,71,35,Right,49.0,55.5,44,59,69,59,66.66666666666667,High,61
LB,172,65,31,Left,60.5,62.0,56,62,65,63,61.666666666666664,High,61
CF,190,83,29,Left,59.0,52.5,60,61,64,63,44.333333333333336,High,61
GK,186,82,31,Right,43.5,51.0,40,53,63,50,47.0,Medium,61
GK,185,72,30,Right,44.0,48.0,43,56,61,53,48.333333333333336,Medium,61
CB,189,73,34,Right,53.0,56.0,47,57,62,62,61.333333333333336,Medium,61
AMF,169,67,35,Right,62.0,63.0,58,66,62,63,53.333333333333336,Medium,61
LB,172,70,27,Left,57.5,54.5,48,70,61,69,61.666666666666664,Medium,61
RB,182,70,27,Right,55.5,56.0,54,64,64,66,63.666666666666664,Medium,61
CF,182,81,27,Right,58.0,54.5,63,60,65,64,47.666666666666664,Medium,61
CMF,185,74,35,Right,60.5,61.0,56,61,64,67,58.333333333333336,High,61
RB,180,70,27,Right,58.5,58.5,48,72,62,64,59.0,Medium,61
RB,178,71,28,Right,59.5,58.0,46,66,61,64,58.333333333333336,Medium,61
LB,172,65,30,Right,59.5,60.5,50,64,56,66,60.333333333333336,Medium,61
CB,187,86,29,Left,51.0,55.0,45,57,66,61,60.666666666666664,Medium,61
AMF,175,72,26,Right,64.5,61.5,55,61,65,66,61.0,High,61
LWF,177,74,26,Right,62.0,66.5,58,62,68,60,57.0,High,61
GK,188,71,26,Right,41.0,50.0,40,47,59,54,52.666666666666664,High,61
DMF,183,75,28,Right,60.5,60.5,45,62,58,65,62.333333333333336,Medium,61
CF,182,75,28,Right,59.0,59.5,59,64,68,63,43.333333333333336,Medium,61
DMF,180,70,26,Right,65.0,62.5,52,62,60,66,59.333333333333336,Medium,61
GK,181,78,29,Right,43.5,49.5,40,47,62,52,47.333333333333336,Medium,61
CMF,174,67,26,Right,62.5,66.0,57,58,68,62,56.0,High,61
LMF,173,70,26,Right,65.0,61.5,58,62,64,61,52.0,High,61
LMF,174,67,24,Right,68.0,59.0,58,65,63,60,47.333333333333336,High,61
CMF,174,68,30,Right,61.0,62.0,56,59,62,68,64.66666666666667,Medium,61
RB,166,65,27,Right,63.0,61.0,58,68,59,64,53.333333333333336,Medium,61
DMF,170,68,29,Right,62.5,66.5,60,60,66,64,58.666666666666664,High,61
GK,193,82,28,Right,41.5,44.0,40,46,61,60,48.0,High,61
CMF,178,75,26,Right,61.0,62.0,60,65,66,61,62.666666666666664,Medium,61
CF,196,87,32,Left,59.0,57.5,60,63,66,62,41.666666666666664,Medium,61
RMF,170,64,26,Right,60.5,61.0,60,64,63,65,48.666666666666664,High,61
RB,179,76,28,Right,58.0,60.5,53,67,55,65,60.0,Medium,61
GK,193,84,33,Right,43.5,45.0,40,52,60,47,47.0,Medium,61
CMF,175,68,27,Right,60.5,61.5,58,63,59,67,62.666666666666664,Medium,61
GK,187,81,30,Right,44.5,50.5,40,50,62,56,46.333333333333336,Medium,61
RMF,180,75,30,Right,63.5,57.5,61,71,62,63,50.666666666666664,High,61
LWF,179,71,28,Right,62.5,59.5,60,65,59,63,54.0,Medium,61
GK,190,78,35,Right,40.0,45.0,40,46,51,44,46.666666666666664,Medium,61
LB,183,78,30,Left,58.0,57.5,52,67,61,65,60.333333333333336,Medium,61
CMF,175,78,25,Right,58.5,59.5,53,71,61,74,61.333333333333336,High,61
CB,181,70,32,Left,55.5,56.5,47,62,59,66,62.333333333333336,Slightly,61
CF,186,80,30,Right,56.0,52.5,58,67,64,60,48.0,Medium,61
GK,180,77,36,Left,45.0,55.5,44,50,64,60,51.333333333333336,High,61
RB,183,70,31,Right,58.0,58.0,51,67,60,71,62.333333333333336,Medium,61
GK,188,78,35,Right,42.0,51.0,40,50,57,50,46.666666666666664,Medium,61
RWF,172,70,25,Right,65.5,57.5,57,66,59,59,49.666666666666664,Medium,61
CMF,182,73,25,Left,61.5,63.5,57,63,66,64,55.666666666666664,High,61
CF,182,69,27,Right,57.5,55.5,59,67,61,63,52.0,Medium,61
CMF,178,73,27,Right,60.0,60.0,56,71,61,73,61.666666666666664,Medium,61
LB,181,65,28,Left,57.0,56.5,49,67,58,67,57.333333333333336,Medium,61
CF,177,84,25,Right,61.5,55.5,61,60,65,60,42.666666666666664,High,61
CF,187,85,30,Right,60.0,53.5,62,63,63,60,45.0,High,61
RB,175,70,29,Right,59.0,59.5,49,65,61,65,59.0,Medium,61
LB,175,72,27,Left,60.5,59.5,48,67,62,66,57.333333333333336,Slightly,61
GK,186,80,24,Right,43.0,49.0,40,54,60,51,46.0,Slightly,61
LB,180,76,25,Left,54.0,58.5,53,67,62,63,61.333333333333336,Medium,61
GK,186,74,25,Right,41.5,49.5,40,60,59,46,50.666666666666664,Medium,61
AMF,183,73,26,Left,64.0,59.5,59,64,61,59,56.333333333333336,Medium,61
LWF,178,75,29,Right,60.5,56.5,60,65,66,66,51.0,Medium,61
DMF,168,62,29,Right,59.5,62.5,54,61,66,72,63.333333333333336,Medium,61
DMF,180,70,23,Right,60.5,62.0,56,61,62,61,60.666666666666664,Medium,61
RMF,180,76,28,Left,61.0,59.0,58,67,62,64,57.666666666666664,Slightly,61
CB,188,83,30,Right,54.0,56.5,42,55,58,60,66.33333333333333,Medium,61
CB,183,78,25,Left,51.0,55.0,48,61,61,61,62.0,Slightly,61
CF,187,80,25,Right,59.0,54.5,60,59,64,57,47.0,High,61
LB,182,81,28,Left,57.5,59.5,56,66,59,64,59.666666666666664,Medium,61
CB,193,74,25,Right,55.0,55.0,43,60,55,61,61.0,Medium,61
CF,192,88,31,Right,55.5,57.0,61,60,64,66,47.0,Medium,61
CMF,186,77,25,Right,62.5,61.0,59,60,64,64,55.0,Medium,61
CMF,178,70,25,Right,59.5,60.5,57,65,63,64,63.0,Medium,61
LB,176,66,26,Left,60.5,62.5,53,67,61,64,56.333333333333336,Medium,61
CMF,176,70,26,Left,60.5,63.0,53,63,64,67,60.0,Medium,61
LWF,172,62,25,Right,63.5,60.5,57,65,60,62,52.666666666666664,High,61
DMF,181,70,24,Left,60.5,60.0,50,60,63,66,61.333333333333336,Medium,61
GK,191,85,25,Right,43.0,47.5,40,53,61,49,50.0,Medium,61
CF,188,80,27,Right,58.0,52.0,62,59,60,56,51.666666666666664,Medium,61
RB,172,69,23,Right,62.0,60.5,53,65,56,63,59.0,Medium,61
GK,192,92,25,Right,46.5,50.5,40,52,69,56,49.666666666666664,Medium,61
RB,180,80,24,Right,61.0,61.5,56,66,59,63,58.0,Medium,61
RMF,176,74,29,Right,60.5,62.0,60,63,66,63,54.333333333333336,High,61
DMF,183,67,25,Right,60.0,61.0,52,64,58,67,61.666666666666664,Medium,61
CMF,170,63,23,Right,61.0,64.0,57,61,66,64,58.333333333333336,Medium,61
CMF,188,86,25,Left,64.5,61.5,49,61,60,62,57.666666666666664,Medium,61
CMF,171,67,24,Right,61.0,60.5,59,61,61,67,59.333333333333336,High,61
GK,185,75,24,Left,45.5,49.0,44,50,57,49,47.666666666666664,Medium,61
LB,177,72,24,Left,60.0,59.5,49,65,60,63,61.0,Medium,61
LWF,180,72,27,Right,60.5,55.0,61,68,63,64,45.666666666666664,Medium,61
CB,178,66,25,Right,55.5,58.5,48,63,60,60,62.333333333333336,Medium,61
AMF,175,69,23,Right,66.0,62.5,61,60,64,60,46.0,Medium,61
CF,190,75,30,Right,56.5,49.0,60,64,67,61,46.333333333333336,Medium,61
GK,187,80,23,Right,45.5,52.0,40,56,63,53,50.333333333333336,Medium,61
GK,186,74,24,Right,47.0,55.0,40,57,56,59,50.666666666666664,Medium,61
CB,181,73,24,Right,57.0,60.0,50,63,60,61,59.333333333333336,High,61
DMF,188,83,30,Right,56.0,60.0,53,61,60,69,62.666666666666664,Medium,61
CF,190,84,24,Left,57.5,54.0,63,61,62,60,45.0,Medium,61
GK,195,90,25,Right,40.0,42.0,40,50,60,50,46.666666666666664,Medium,61
LB,178,73,24,Right,58.5,58.0,51,70,58,61,61.666666666666664,Medium,61
RB,176,70,24,Right,59.0,59.0,51,70,56,67,56.666666666666664,Medium,61
RB,181,80,27,Right,59.0,54.5,47,72,62,71,58.333333333333336,High,61
CF,186,80,24,Right,57.0,52.0,62,61,63,61,43.333333333333336,Medium,61
CF,182,73,25,Right,58.5,55.5,62,63,61,60,46.333333333333336,Medium,61
CF,191,69,26,Right,56.0,51.0,61,67,60,60,44.666666666666664,High,61
RWF,170,64,24,Right,60.5,56.0,57,71,59,62,47.0,Medium,61
CB,188,78,32,Right,50.5,52.5,42,57,54,60,62.0,Medium,61
AMF,176,63,28,Right,61.5,62.5,57,65,69,73,56.333333333333336,High,61
LB,174,72,24,Left,61.0,58.0,52,65,60,69,58.333333333333336,Medium,61
CF,190,78,22,Right,60.5,57.5,62,63,60,60,53.666666666666664,Medium,61
CMF,171,69,23,Right,59.5,61.5,56,64,63,72,61.333333333333336,Medium,61
CB,188,70,24,Right,49.0,57.5,44,62,60,60,58.666666666666664,Medium,61
GK,189,75,22,Right,47.5,49.5,40,50,56,47,49.0,Medium,61
CMF,178,76,26,Right,59.5,62.5,53,61,59,67,65.66666666666667,Medium,61
CB,187,78,23,Left,56.0,58.5,48,60,61,60,61.0,Medium,61
CB,193,78,24,Left,49.0,52.5,42,59,60,58,61.666666666666664,Medium,61
DMF,177,75,21,Right,64.0,61.0,53,64,58,70,59.333333333333336,Medium,61
GK,183,77,24,Right,44.0,49.0,40,54,60,55,47.333333333333336,Medium,61
AMF,177,68,21,Right,63.5,64.0,60,62,59,60,50.333333333333336,Medium,61
DMF,185,79,23,Right,59.0,59.5,50,62,60,64,63.666666666666664,Medium,61
GK,178,79,22,Right,45.0,51.0,40,57,59,51,50.333333333333336,Medium,61
CB,190,80,22,Right,53.5,56.5,45,60,58,60,62.0,Slightly,61
LB,170,68,24,Left,60.0,60.0,47,66,56,62,59.333333333333336,Medium,61
AMF,167,63,23,Right,66.5,62.0,58,64,61,64,43.0,Medium,61
CF,185,75,24,Right,58.0,55.0,62,60,60,62,55.0,High,61
LB,178,71,22,Left,59.5,57.5,47,69,57,67,58.0,Slightly,61
CF,182,75,23,Right,60.0,55.0,60,71,63,65,50.333333333333336,Medium,61
GK,193,83,30,Right,41.5,46.0,40,52,59,48,47.0,Slightly,61
AMF,185,79,23,Right,65.0,59.5,56,67,61,63,50.333333333333336,High,61
CMF,175,70,23,Right,60.0,60.5,54,62,64,63,65.0,Medium,61
GK,193,94,28,Left,43.0,50.0,40,49,59,49,48.0,Medium,61
